,0,1,2,3,4,5,6,7,8,9,10,11,personID,numberPeople
0,-83.70000000000573,81.17999999999881,0.911941,0.29999999999972715,88.62000000000194,0.699641,87.90000000000191,86.30999999999858,0.5681269999999999,0.8999999999991815,0.5099999999981719,0.701481,0,3
0,-0.4499999999995907,2.3099999999999454,0.780436,-2.339999999999236,0.35999999999830834,0.744505,,,,,,,1,3
0,-704.7600000000006,87.41999999999962,0.650386,-1.2299999999999045,1.410000000000764,0.876923,,,,,,,2,3
1,1.2000000000057298,0.5700000000001637,0.9106369999999999,2.1000000000049113,-84.30000000000177,0.718723,-175.80000000000382,-85.10999999999967,0.560465,-3.600000000003547,0.09000000000128239,0.689433,0,3
1,-9978.0,2032.4100000000021,0.820766,-14386.89,-1233.869999999999,0.7715449999999999,,,,,,,1,3
1,10858.470000000001,-2121.4800000000005,0.528103,14389.710000000001,1322.0699999999988,0.890247,,,,,,,2,3
2,82.79999999999973,1.7399999999997817,0.907821,85.19999999999754,84.48000000000093,0.7142609999999999,176.10000000000355,89.48999999999842,0.568225,0.5999999999994543,2.1899999999993724,0.6956500000000001,0,3
2,9974.130000000001,-2029.2600000000016,0.674627,14474.969999999998,1321.6200000000008,0.86236,,,,,,,1,3
2,-10066.02,2116.830000000001,0.818199,-14387.640000000003,-1234.8899999999985,0.793339,,,,,,,2,3
3,-1.2000000000057298,0.7200000000000273,0.909032,1.4999999999986358,89.27999999999997,0.6874669999999999,0.8999999999991815,-0.7499999999993179,0.533488,3.0000000000040927,-1.799999999998363,0.667095,0,3
3,179.90999999999872,2.6099999999996726,0.797823,88.59000000000265,0.32999999999901775,0.7753479999999999,,,,,,,1,3
3,-1057.1399999999999,90.77999999999861,0.618383,-0.479999999999734,-83.13000000000045,0.8502719999999999,,,,,,,2,3
4,0.6000000000062755,0.27000000000043656,0.9074909999999999,-0.8999999999991815,-87.41999999999962,0.666397,-177.9000000000019,-88.68000000000052,0.516487,-0.5999999999994543,-0.27000000000043656,0.640396,0,3
4,175.25999999999954,81.39000000000237,0.683215,-87.06000000000131,1.1100000000010368,0.7682979999999999,,,,,,,1,3
4,352.73999999999944,90.12000000000057,0.517164,-1.4400000000000546,82.5,0.8576400000000001,,,,,,,2,3
5,-84.30000000000518,-0.029999999999290594,0.904266,1.799999999998363,-86.94000000000074,0.635564,-83.99999999999864,87.90000000000191,0.528516,0.29999999999972715,87.50999999999749,0.6589659999999999,0,3
5,-262.829999999999,3.9899999999977354,0.7475700000000001,89.79000000000156,82.9200000000003,0.7514569999999999,,,,,,,1,3
5,-353.3099999999996,349.5900000000006,0.566446,0.5999999999994543,-82.26000000000056,0.8614569999999999,,,,,,,2,3
