,0,1,2,3,4,5,6,7,8,9,10,11,personID,numberPeople
0,-0.6599999999980355,-0.030000000000995897,0.8882359999999999,0.6600000000014461,59.1599999999994,0.812124,,,,,,,0,3
0,-55.469999999999686,-114.38999999999965,0.851819,1.6799999999994952,528.03,0.738602,,,,,,,1,3
0,0.0,0.36000000000001364,0.872659,-0.4799999999988813,-56.69999999999959,0.847497,,,,,,,2,3
1,0.7499999999993179,-2.0999999999997954,0.866815,0.4499999999995907,-57.20999999999947,0.79795,,,,,,,0,3
1,-0.810000000000457,-62.490000000000805,0.851409,57.719999999999345,527.9699999999997,0.565713,,,,,,,1,3
1,0.0,-0.33000000000072305,0.8703339999999999,1.2600000000009004,-0.36000000000001364,0.830708,,,,,,,2,3
2,1.3199999999994816,3.5699999999991405,0.856653,55.85999999999899,115.29000000000053,0.801806,,,,,,,0,3
2,-176.07,57.509999999999195,0.834838,-54.1499999999985,-59.190000000000396,0.599715,,,,,,,1,3
2,-1.1999999999989086,0.09000000000128239,0.867016,-0.12000000000057298,-57.269999999999754,0.835044,,,,,,,2,3
3,54.23999999999978,-0.4799999999988813,0.852278,-0.029999999999290594,59.81999999999914,0.808811,,,,,,,0,3
3,-59.72999999999956,1.740000000001487,0.834676,-0.8699999999998909,-176.10000000000014,0.6319929999999999,,,,,,,1,3
3,-0.9000000000025921,-56.070000000000846,0.8516269999999999,56.30999999999858,-0.5099999999998772,0.809704,,,,,,,2,3
4,0.4499999999995907,0.5999999999994543,0.876038,62.39999999999782,119.34000000000026,0.765686,,,,,,,0,3
4,-56.25,-56.40000000000157,0.83389,55.469999999999686,-234.9299999999988,0.61951,,,,,,,1,3
4,0.9000000000025921,-1.080000000000041,0.84213,0.39000000000100954,56.12999999999943,0.807377,,,,,,,2,3
5,2.940000000002101,-0.6300000000004502,0.891598,57.270000000003165,59.10000000000082,0.750915,,,,,,,0,3
5,-57.27000000000061,55.650000000000546,0.839943,-54.540000000001214,351.80999999999926,0.6637649999999999,,,,,,,1,3
5,0.5999999999994543,-0.6899999999990314,0.845654,-0.39000000000100954,0.6000000000011596,0.81969,,,,,,,2,3
6,57.14999999999918,56.79000000000087,0.900164,-115.47000000000139,0.26999999999873125,0.537038,,,,,,,0,3
6,56.03999999999985,2.8500000000008185,0.8593649999999999,57.06000000000131,-586.7100000000005,0.639243,,,,,,,1,3
6,0.8999999999991815,0.26999999999873125,0.844823,0.5100000000015825,0.29999999999972715,0.8212619999999999,,,,,,,2,3
7,60.29999999999973,0.23999999999944066,0.8460179999999999,292.0500000000004,56.25,0.17182699999999998,,,,,,,0,3
7,-0.6299999999995975,233.00999999999988,0.8148249999999999,57.749999999998636,-350.4899999999998,0.675752,,,,,,,1,3
7,54.90000000000123,0.7500000000010232,0.842413,1.049999999999045,2.1899999999993724,0.8216519999999999,,,,,,,2,3
8,175.4399999999987,-1.259999999999195,0.835897,178.13999999999965,350.0400000000002,0.287263,,,,,,,0,3
8,-0.3299999999998704,175.23000000000025,0.775921,1.7100000000004911,-2.129999999999086,0.7971039999999999,,,,,,,1,3
