,0,1,2,3,4,5,6,7,8,9,10,11,personID,numberPeople
0,,,0.140197,-0.20999999999844476,-0.14999999999986358,0.33360599999999996,,,,,,,0,3
0,,,,,,,-0.9899999999987585,-28.71000000000066,0.36116899999999996,,,,1,3
0,,,,,,,,,,27.690000000000055,-0.6299999999995975,0.343234,2,3
1,,,,0.24000000000114596,59.18999999999954,0.34043199999999996,,,,,,,0,3
1,,,,,,,-145.77000000000112,174.78000000000065,0.412157,,,,1,3
1,,,,,,,,,,-116.6699999999986,174.89999999999952,0.328107,2,3
2,,,0.33885899999999997,,,0.21534599999999998,,,,,,,0,3
2,,,,,,,,,0.36150299999999996,,,,1,3
2,,,,,,,,,,,,0.312963,2,3
3,,,,,,,,,0.36710000000000004,,,,0,2
3,,,,,,,,,,,,0.32347899999999996,1,2
3,,,,,,,,,,,,0.340632,2,2
4,,,0.182246,,,0.16492199999999999,,,,,,,0,3
4,,,,,,,,,0.34981799999999996,,,,1,3
4,,,,,,,,,,,,0.340632,2,3
5,,,,,,,,,0.344255,,,,0,2
5,,,,,,,,,,,,0.339862,1,2
5,,,,,,,,,,,,0.324901,2,2
6,,,,,,,,,,,,,0,3
6,,,,,,,-28.70999999999981,29.009999999999536,0.29486799999999996,,,,1,3
6,,,,,,,,,,,,0.324901,2,3
7,-0.4499999999995907,58.37999999999994,0.269234,0.36000000000171894,28.859999999999673,0.20601599999999998,,,,,,,0,2
7,,,,,,,-0.08999999999957708,0.21000000000015007,0.687222,-87.83999999999992,29.45999999999998,0.106442,1,2
8,-0.030000000000995897,0.0,0.347978,-0.6300000000021555,-0.09000000000042974,0.24409299999999998,,,,,,,0,2
8,,,,,,,0.029999999999290594,0.2400000000002933,0.6941700000000001,87.9000000000002,-29.48999999999927,0.10148000000000001,1,2
9,-0.14999999999986358,0.7800000000003138,0.49640599999999996,0.09000000000128239,29.01000000000039,0.327162,,,,,,,0,2
9,,,,,,,0.0,0.14999999999986358,0.693539,0.27000000000043656,0.14999999999986358,0.0992791,1,2
10,,,0.5100709999999999,,,0.356651,,,,,,,0,2
10,,,,,,,,,0.6960839999999999,,,0.105637,1,2
11,,,,,,,,,0.548693,,,0.15870599999999999,0,1
11,,,0.0898578,,,,,,0.734076,,,0.507307,1,1
12,0.42000000000030013,-29.48999999999927,0.508302,28.620000000001937,0.4500000000004434,0.253616,,,,,,,0,2
12,-0.09000000000042974,-27.98099999999991,0.0898578,,,,-0.30000000000143245,0.3299999999998704,0.734076,-0.4799999999988813,1.0199999999997544,0.507307,1,2
13,-0.08999999999957708,-0.12000000000057298,0.42842399999999997,29.279999999999973,29.24999999999983,0.26269000000000003,,,,,,,0,2
13,0.09000000000042974,-0.21000000000015007,0.0984024,,,,0.15000000000156888,-0.3299999999998704,0.743464,-0.6300000000004502,-0.3299999999998704,0.48359599999999997,1,2
14,-0.06000000000028649,0.600000000000307,0.45286000000000004,-28.7399999999991,0.27000000000043656,0.25144099999999997,,,,,,,0,2
14,0.29999999999972715,0.015000000000071623,0.09882819999999999,,,,0.029999999999290594,0.06000000000028649,0.7455339999999999,-28.28999999999951,-0.36000000000001364,0.48447599999999996,1,2
15,-0.6599999999997408,29.069999999999823,0.5127619999999999,28.34999999999809,0.689999999999884,0.26098699999999997,,,,,,,0,2
15,-0.08999999999957708,-0.26699999999991064,0.0867406,,,,-0.029999999999290594,0.029999999999290594,0.744825,-0.030000000000995897,-0.14999999999986358,0.470688,1,2
16,-6808.62,-1907.628,0.535332,-6836.939999999999,-1233.3600000000004,0.298242,,,,,,,0,2
16,,,0.104767,,,,,,0.7463500000000001,,,0.483185,1,2
17,-28.559999999999945,58.34400000000002,0.43711000000000005,-0.08999999999957708,0.4800000000001603,0.339234,1.9800000000009277,28.26000000000022,0.7221000000000001,57.42000000000132,117.41999999999962,0.602806,0,1
18,-0.14999999999986358,0.11099999999984789,0.42088899999999996,-28.530000000000655,28.859999999999673,0.27022199999999996,0.21000000000015007,0.11999999999972033,0.746567,0.29999999999972715,28.91999999999996,0.631811,0,1
19,-0.14999999999986358,0.689999999999884,0.444751,27.86999999999921,-0.36000000000001364,0.34204399999999996,-0.030000000000995897,0.06000000000028649,0.7444769999999999,-0.08999999999957708,-28.349999999999795,0.623033,0,1
20,0.029999999999290594,-0.2039999999999509,0.445841,-27.98999999999978,0.3000000000001535,0.394007,0.0,0.08999999999957708,0.744161,0.0,-0.14999999999986358,0.621126,0,1
21,-176.21999999999986,205.72199999999995,0.43893499999999996,-294.1500000000002,88.64999999999995,0.39912000000000003,232.9800000000006,-292.82999999999987,0.744493,-644.28,-235.67999999999984,0.623547,0,1
22,-28.649999999999523,28.5450000000003,0.5383749999999999,29.94000000000142,-58.73999999999995,0.23511,-29.459999999999127,-29.730000000000416,0.7316119999999999,-528.4500000000012,763.0499999999993,0.559674,0,1
22,,,0.281535,,,0.229901,,,,,,,1,1
23,-0.09000000000042974,28.862999999999772,0.12211899999999999,28.349999999999795,-0.3900000000001569,0.103776,0.05999999999858119,28.530000000000655,0.670763,0.3000000000005798,0.42000000000030013,0.6067429999999999,0,2
23,-2.039999999999509,146.75999999999988,0.281535,-58.64999999999782,29.22000000000054,0.229901,,,,,,,1,2
24,-0.21000000000015007,-0.10199999999997544,0.143703,0.11999999999886768,29.520000000000266,0.0943049,-0.21000000000015007,0.11999999999972033,0.6664019999999999,0.21000000000015007,-0.030000000000143245,0.60818,0,2
24,0.8099999999996044,-59.66999999999928,0.439608,0.8099999999978991,-29.639999999999986,0.30428499999999997,,,,,,,1,2
25,-0.23999999999944066,-27.93300000000002,0.131276,28.950000000000955,-58.64999999999995,0.0893617,-27.86999999999921,-0.3299999999998704,0.6661159999999999,0.029999999999290594,0.21000000000015007,0.6166119999999999,0,2
25,0.0,-29.070000000000675,0.352867,28.620000000001937,-29.099999999999966,0.238026,,,,,,,1,2
26,-146.75999999999988,468.852,0.140225,-263.8500000000005,498.1800000000003,0.067206,-616.5899999999999,265.5600000000001,0.660306,-235.79999999999956,322.46999999999986,0.620278,0,2
26,,,0.34848599999999996,,,0.173615,,,,,,,1,2
27,-29.400000000000546,-176.22600000000006,0.225873,-28.620000000000232,-27.87000000000006,0.6537879999999999,323.13000000000045,-235.52999999999997,0.33191699999999996,-0.810000000000457,58.50000000000051,0.421325,0,1
27,,,,,,,,,,,,,1,1
28,-0.2699999999995839,-28.211999999999904,0.271459,0.5099999999998772,0.14999999999986358,0.58575,29.039999999998827,-28.71000000000066,0.414637,0.33000000000072305,-0.030000000000143245,0.632562,0,2
28,,,,,,,,,,,,,1,2
28,,,,,,,,,,,,,2,2
29,-0.030000000000143245,27.885000000000133,0.291521,-0.4499999999995907,27.479999999999905,0.5810139999999999,-0.14999999999986358,-0.29999999999972715,0.411174,0.05999999999943384,0.2400000000002933,0.6234339999999999,0,3
29,,,0.15695599999999998,,,0.291501,,,,,,,1,3
29,,,,,,,,,,,,,2,3
30,0.030000000000143245,0.13499999999979195,0.289051,0.23999999999944066,-0.21000000000015007,0.600441,-0.36000000000001364,-0.29999999999972715,0.39617199999999997,0.06000000000028649,-0.33000000000072305,0.6237889999999999,0,2
30,,,,,,,,,,,,,1,2
30,,,,,,,,,,,,,2,2
31,-204.5700000000005,205.48800000000028,0.299547,-207.53999999999849,236.36999999999972,0.600891,-967.5599999999995,1702.1399999999999,0.405518,-28.440000000000225,28.950000000000102,0.619881,0,3
31,,,,,,,,,,,,,1,3
31,,,,,,,,,,,,,2,3
32,29.279999999999973,-0.09000000000000341,0.54684,0.0,-0.14999999999986358,0.742382,57.98999999999978,-0.09000000000042974,0.317909,-0.9000000000000341,-58.07999999999936,0.526948,0,2
32,,,,,,,,,,,,,1,2
33,-0.36000000000001364,0.7200000000000273,0.313473,-0.030000000000995897,-0.14999999999986358,0.7392700000000001,-28.739999999999952,0.030000000000143245,0.179834,0.0,0.4199999999994475,0.591194,0,1
33,,,,,,,,,,,,,1,1
34,0.09000000000042974,-0.3300000000002967,0.324049,-27.33000000000004,0.29999999999972715,0.7367349999999999,-0.05999999999943384,0.030000000000143245,0.241829,-0.030000000000143245,-0.14999999999986358,0.562485,0,2
34,,,,,,,,,,,,,1,2
35,-0.14999999999986358,-0.02999999999971692,0.30266899999999997,0.12000000000057298,-0.18000000000000682,0.7372329999999999,28.439999999999372,-0.36000000000001364,0.24551199999999998,-0.030000000000143245,-0.29999999999972715,0.560013,0,2
35,,,0.164598,,,0.116175,,,,,,,1,2
36,0.11999999999972033,0.18000000000000682,0.302984,0.14999999999986358,-0.38999999999930424,0.737989,0.5400000000000205,-28.139999999999645,0.269413,0.42000000000030013,0.479999999999734,0.540435,0,2
36,,,,,,,,,,,,,1,2
36,,,,,,,,,,,,,2,2
37,-352.7400000000003,616.3499999999997,0.307888,58.379999999999086,58.31999999999965,0.7330709999999999,0.3299999999998704,-88.9500000000001,0.293252,-116.79000000000002,117.35999999999933,0.5638909999999999,0,3
37,,,0.236674,-87.81000000000063,-234.20999999999964,0.134849,,,,,,,1,3
37,,,,,,,,,,,,,2,3
38,0.0,-116.63999999999973,0.267804,-0.11999999999886768,58.5299999999998,0.6852229999999999,-499.5599999999996,-616.05,0.329406,0.09000000000042974,58.530000000000655,0.568973,0,2
38,,,,,,0.11405499999999999,,,,,,,1,2
39,-0.5099999999998772,-0.09000000000000341,0.088424,0.06000000000028649,0.030000000000143245,0.6811619999999999,528.4500000000003,616.6499999999994,0.226019,0.08999999999957708,0.14999999999986358,0.570686,0,1
40,0.0,-0.06000000000028649,0.112262,-0.39000000000100954,0.2400000000002933,0.68023,0.029999999999290594,28.770000000000095,0.193097,-0.14999999999986358,-29.400000000000546,0.571275,0,1
