,0,1,2,3,4,5,6,7,8,9,10,11,personID,numberPeople
0,,,,,,,,,,,,0.139204,0,1
1,,,,,,,,,,,,,0,1
2,,,0.12417199999999999,,,,,,0.20307599999999998,,,0.166067,0,1
3,,,,,,,,,,,,,0,1
4,,,,,,,,,,,,,0,1
5,,,,,,,,,,,,,0,1
6,,,,,,,,,,,,,0,1
7,,,,,,,,,,,,,0,1
8,,,,,,,,,,,,,0,1
9,,,,,,,,,,,,,0,1
10,,,,,,,,,,,,,0,1
11,,,,,,,,,,,,,0,1
12,,,,,,,,,,,,,0,1
13,,,,,,,,,,,,,0,1
14,,,,,,,,,,,,,0,1
15,,,,,,,,,,,,,0,1
16,,,,,,,,,,,,,0,1
17,,,,,,,,,,,,,0,1
18,,,,,,,,,,,,,0,1
19,,,,,,,,,,,,,0,1
20,,,,,,,,,,,,,0,1
21,,,,,,,,,,,,,0,1
22,,,,,,,,,,,,,0,1
23,,,,,,,,,,,,,0,1
24,,,,,,,0.0,-56.73000000000059,0.22522399999999998,,,,0,1
25,,,,,,,,,0.21922799999999998,,,,0,1
26,,,,,,,,,,,,,0,1
27,,,,,,,,,,,,,0,1
28,,,,,,,,,,,,,0,1
29,,,0.109473,,,,,,0.373276,,,0.189274,0,1
30,,,,,,,,,,,,,0,1
31,,,,,,,,,0.317502,,,,0,1
31,,,,,,,,,0.25577099999999997,,,,1,1
32,,,,,,,,,,3349.2,3054.6899999999996,0.258495,0,2
32,,,,,,,,,0.25577099999999997,,,,1,2
33,,,0.061880899999999996,,,0.055979499999999995,,,0.209388,,,0.154195,0,1
34,,,,,,,,,,,,,0,1
35,,,,,,,,,,,,,0,1
36,,,,,,,,,,,,,0,1
37,,,,,,,,,,,,,0,1
38,,,,,,,,,0.30363799999999996,,,,0,1
39,,,,,,,,,,,,,0,1
40,,,,,,,57.299999999999045,-177.17999999999847,0.146024,,,,0,1
40,,,,,,,,,,,,0.178192,1,1
41,,,,,,,,,0.14536000000000002,,,,0,2
41,,,,,,,,,,,,0.178192,1,2
42,,,,,,,,,,3.1199999999978445,-57.5100000000009,0.198926,0,1
43,,,,,,,,,,,,0.270572,0,1
44,,,,,,,,,,,,,0,1
45,,,,,,,,,,,,,0,1
46,,,,,,,,,,-56.849999999999454,-115.49999999999898,0.24201199999999998,0,1
47,,,,,,,,,,1.3499999999987722,55.85999999999899,0.34226399999999996,0,1
47,,,,,,,,,0.16249000000000002,,,,1,1
48,-411.09000000000265,-293.3999999999992,0.0539368,,,,,,,0.4499999999995907,0.5700000000001637,0.375002,0,2
48,,,,,,,,,0.16249000000000002,,,,1,2
49,,,0.0691422,,,0.10205399999999999,,,0.19588699999999998,56.79000000000087,58.62000000000023,0.463522,0,1
50,,,,,,,,,,,,0.41898799999999997,0,1
51,,,,,,,,,,,,,0,1
52,,,,,,,,,,,,,0,1
53,,,,,,,,,,,,,0,1
54,,,,,,,,,,,,,0,1
55,,,,,,,,,,,,,0,1
56,,,,,,,,,,,,,0,1
57,,,,,,,,,,,,,0,1
58,,,,,,,,,,,,,0,1
59,,,,,,,,,,,,,0,1
60,,,,,,,,,,,,,0,1
61,,,,,,,,,,,,,0,1
62,,,,,,,,,,,,,0,1
63,,,,,,,,,,,,,0,1
64,,,,,,,,,,,,,0,1
65,,,,,,,,,,,,,0,1
66,,,,,,,,,,,,,0,1
67,,,,,,,,,,,,,0,1
68,,,,,,,,,,,,,0,1
69,,,,,,,,,,,,,0,1
70,,,,,,,,,,,,,0,1
71,,,,,,,,,,,,,0,1
72,,,,,,,,,,,,,0,1
73,,,,,,,,,,,,,0,1
74,,,,,,,,,,,,,0,1
75,,,,,,,,,,,,,0,1
76,,,,,,,,,,,,,0,1
77,,,,,,,,,,,,,0,1
